1245,863,3日目,負傷兵シモン,白,,,,,,,,,村人,ごめんなさい。灰考察がまったくできなくなってます…元々ろくにできてなかったんですが今日はまったく進められなくなってます本当にごめんなさい。今日は落ちさせてください。,,,,,,,,,,,,,,,,,,,,,
1246,,3日目,少年ペーター,灰,,,,,,,,,人狼,喉調節が上手く行き、皆と絡めると思ったがほとんど質問が飛んでこない・・・。,,,,,,,,,,,,,,,,,,,,,
1247,864,3日目,老人モーリッツ,白,,,,,,,,,人狼,じじい戻ったのじゃ、しかし軽く飲み会でちょとほろ酔い、すまん☆樵>>767宿2dの灰考察、特に早い段階の物を見ていて感じたのじゃ性格要素、ライン考察、占い後の対応(白確ならどうする等)。占い希望先の矛盾点を見る、考察しながら質問も挟みわしから見てバランスがいいと感じたから「しっかり考察」の印象じゃったなまーわしが考察苦手なんで人のは良く見えるんじゃがの(笑),,,,,,,,,,,,,,,,,,,,,
1248,,3日目,少年ペーター,赤,,,,,,,,,人狼,公務員限定ですが、８月（と３月）は異動のシーズンですので送別会や歓迎会が多くなりがちです。そういえば、河童はきゅうりが相場ですが、ゴーヤはどうなんでしょうか？,,,,,,,,,,,,,,,,,,,,,
1249,865,3日目,シスターフリーデル,白,質問,,,,,,質問:年,,狩人,ペーター>>852再度まとめると、中途半端に本気で回避していないのは「わたくしが狼なら」ミスだと思う、ということで良いですかにゃ？でもこれですと、黒要素ではなく狼ありきの感想になってしまいますのですにゃ。。☆「わたくしが白」の場合は、言った通りですがお弁当より材料が増える（わたくし視点真判明）斑が良いのですにゃ。それでも黒要素ととりますですかにゃ？？,,,,,,,,,,,,,,,,,,,,,
1250,866,3日目,神父ジムゾン,白,,,,,,,,,人狼,商>>854　つまり白黒判断の基準に合致する発言がなかったので、者樵からは白黒は取れず、結論は灰になったということで良いかしら。商>>855上段　結論に共感を覚え、共感白を取った。こういう解釈かな。商>>855中段　ここは了解よ。承認欲求に関しては同じことを思ったしね。商>>855下段　なるほど、理由は把握したわ。↑のアタシの解釈で違う部分があれば、訂正よろしくね。,,,,,,,,,,,,,,,,,,,,,
1251,867,3日目,少年ペーター,白,,,,,,,,,人狼,修>>865僕は黒要素に採りません。者>>858で納得済みです。それと、変に突っ込んでしまいすいませんでした。共に頑張りましょう@1,,,,,,,,,,,,,,,,,,,,,
1252,,3日目,少年ペーター,灰,,,,,,,,,人狼,と思ったが、そんなことは無かったぜ。質問大歓迎、@1発言できるよ、やったねぺたちゃん。,,,,,,,,,,,,,,,,,,,,,
1253,,3日目,神父ジムゾン,赤,,,,,,,,,人狼,＞共に頑張りましょうこれ、狼だと思っている相手への言葉ではないと突っ込まれ（ｒｙいやまあ、いちいち言うのもアレなんですけどね。性格偽装狼かな？ほほう、泡盛はいいですねえ。沖縄料理では海ぶどうが好きです。牧志第一市場でしたっけ？　あそこで食べたのが美味しかった。あとはベタですが、沖縄そばやゴーヤーチャンプルーもグッド。私の近所に沖縄料理の酒場があるんですが、そこが美味しくてですね。,,,,,,,,,,,,,,,,,,,,,
1254,868,3日目,老人モーリッツ,白,,,,,,,,,人狼,☆修>772昨日時点のGSはGS　黒:商旅>修>宿神>者書年>兵樵羊:白昨日のじゃから旅も入っとるの、最初のGSと大きな変化は無いのあと誰か勘違いしとったが、このGSなら最黒は商旅の二人で決して商ではないのじゃ商を最黒に表記したいなら商>旅>修>宿って感じで書くわいの,,,,,,,,,,,,,,,,,,,,,
1255,,3日目,老人モーリッツ,赤,,,,,,,,,人狼,ビールと焼酎飲んで少し吐き気と眠気が。。。。ううむ,,,,,,,,,,,,,,,,,,,,,
1256,869,3日目,ならず者ディーター,白,考察 信頼度 反発,宿:修:白,,,宿:信頼度低,,反発:羊>>862,,村人,羊>>862「青襲撃が間違っていることになる」これがそもそも俺と思考違う。真占は噛める時に噛みたいだろ、昨日は絶好の機会だっただろ、と思うからな宿：んー…>>820修白要素拾えないってのが…理由無く、目的あって（修白からの宿白視アップ）の修白視に見えんだよな思ったより灰に切り込まねーな、てのもある。自分の過去と比較しての考察>>749>>820も要素見えづらくしてんのかな。灰吊なら現状ここか,,,,,,,,,,,,,,,,,,,,,
1257,,3日目,少年ペーター,赤,,,,,,,,,人狼,段々、僕が何をしたいのか不明なキャラに見えてきた・・・。沖縄そばなら、コーレーグースを入れて食べるとより幸せな自分。只、泡盛が入ってますので、運転する場合には要注意です。他には、島ラッキョウやテビチもいいですね。,,,,,,,,,,,,,,,,,,,,,
1258,,3日目,老人モーリッツ,灰,,,,,,,,,人狼,ちょっと嫌な事があってお酒飲んじゃいました(^▽^;)正直もう寝たいです orz,,,,,,,,,,,,,,,,,,,,,
1259,870,3日目,神父ジムゾン,白,質問,,,,,,質問:商,,人狼,商>>855下段の発言に関しては、アタシはそうは思わないけど、アルちゃんの要素の取り方としては分かる範疇かなあ。商>>856上段　ふむ、自分が狼の時と似た動きだからなのね。★商　トマちゃんの会話が「当たり障りない」と思ったのはどの辺かしら？商>>856下段　ああ。神狼が青狂を見ていて黒を出されたくないから、神>>396の提案によって牽制したということなのかしら。,,,,,,,,,,,,,,,,,,,,,
1260,,3日目,少年ペーター,赤,,,,,,,,,人狼,>>クラウド対抗も顔出してないようですし、あまり無理せず頑張ってください。,,,,,,,,,,,,,,,,,,,,,
1261,,3日目,老人モーリッツ,赤,,,,,,,,,人狼,すまんのう　こんな時に,,,,,,,,,,,,,,,,,,,,,
1262,871,3日目,シスターフリーデル,白,質問,,,,,,質問:年,,狩人,ペーター>>867突っ込むのは良いのですが、ペーター人なら狼に利用されかねないのですにゃ。ディーターと同じこと言っていますが。話を戻すと>>803でのわたくしの黒材料はまだありますですかにゃ。>>837のGSが出ていないマイナスだけですにゃ？できれば黒要素解消してGSどこに移動したか教えてくださいにゃ。モーリッツ>>868ありがとうにゃ！精査させていただくのにゃ。,,,,,,,,,,,,,,,,,,,,,
1263,872,3日目,羊飼いカタリナ,白,反発,,,,,,反発:者>>869,,村人,ディーター>>869　うん、違うね。私はその場特有の状況を考えない気にはなれないねー。リーザ来てないね、徹底しているなあ(笑)発言残りも少ないので霊評価まとめておくと、やっぱり老狼だったら青襲撃を控えて妙とつないでライン勝ちを狙わなかったのか、という疑念は消えない。青吊りすら可能性あったのに。一方屋狼なら下手に妙とつないで青が老から信用回復されたら、という疑念から切り捨てを選んだとしてもま,,,,,,,,,,,,,,,,,,,,,
1264,,3日目,老人モーリッツ,赤,,,,,,,,,人狼,リーザは白でええんよの？,,,,,,,,,,,,,,,,,,,,,
1265,873,3日目,羊飼いカタリナ,白,考察,老:霊能者寄り,,,,,,やっぱり老狼だったら青襲撃を控えて妙とつないでライン勝ちを狙わなかったのか、という疑念は消えない。青吊りすら可能性あったのに。そして出てきたタイミング的にも、納得できるのは老のほう。結局屋からどの辺で潜伏する気だったのか説明はないし。,村人,あ納得はできる。そして出てきたタイミング的にも、納得できるのは老のほう。結局屋からどの辺で潜伏する気だったのか説明はないし。ただ、屋は立場によっても態度はあんまり変わらないだろうなーという思いはある。そしてモーリッツは昨日から発言量が少ないのがやや残念。神>>788も理解する。というわけで直感的には老決め打ちなんだけどまだ決めかねる、というところ。決断の場面までには。,,,,,,,,,,,,,,,,,,,,,
1266,874,3日目,神父ジムゾン,白,,,,,,,,,人狼,アルちゃんはどっかで判定が割れてほしいって言ってたしね。ただ1dでは狼からもどちらが狂人か分からない、つまり妙狂は結果論。だから、そこは3dにおけるアタシの白転換の要素にはならないと思うわ。アタシも1d2dは占が真狂なら青狂だと思ってたしね。ふむ、アルちゃんが少し見えてきたかしらね。考察の時、「○○だから●●だと思う」を書いてくれると分かりやすいわ。,,,,,,,,,,,,,,,,,,,,,
1267,,3日目,少年ペーター,灰,,,,,,,,,人狼,【行列のできる妖怪相談所】プロ、1d壁（大熊猫？）←←兵←者←神←妙←年←青←修2d壁（大熊猫？）←←兵←者←神←旅（in妙）←年←青←修3d壁（大熊猫？）←←兵←者←神←年←修果たして、4dは如何に？,,,,,,,,,,,,,,,,,,,,,
1268,,3日目,神父ジムゾン,赤,,,,,,,,,人狼,はい、妙は白判定で大丈夫です。ほうほう、コーレグースは良いですねぇ。来月のお盆休みに美ら海水族館に行く予定なので、その時に試してみようかなーとか思いました。しかし沖縄は車社会ですよね。私はペーパーなのできつい…。ていうか襲撃先どうしましょう。羊が老決め打ち言い出してるんで、ちょい欲が出たりとか何とか。,,,,,,,,,,,,,,,,,,,,,
